ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|83a72ad9304d2256975e740042badc1e|2025-05-08|18:30:46|1746721846|health_fitness|47.34|0|fraud_Erdman-Durgan|34.643682|-81.155101
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|f410e6c491593d2f59a1581c711b74ea|2025-05-14|20:45:28|1747248328|home|18.42|0|fraud_Berge-Ullrich|34.885154|-81.228324
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|31d2fb30c985d2c9aff4c5bd55e4d2fe|2025-05-19|16:48:54|1747666134|kids_pets|46.09|0|fraud_Beer-Jast|34.622494|-80.311169
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|a329fa64ace5566cf1b5f65da5086b31|2025-04-08|15:23:29|1744118609|shopping_net|31.80|0|fraud_Bashirian Group|35.459436|-79.829821
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|517fb1bdc9869e5c26159117be4a0db8|2025-05-25|14:05:23|1748174723|personal_care|20.99|0|fraud_Abbott-Steuber|34.982405|-79.676147
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|fa8cf0c8e279689eb837e2874eab2e9b|2025-05-19|12:50:29|1747651829|kids_pets|11.53|0|fraud_Gottlieb Group|36.275555|-80.356148
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|d5c538607e8c43a0e1b980ff2f598aab|2025-05-07|22:48:02|1746650882|health_fitness|21.59|0|fraud_Ziemann-Waters|36.472861|-80.002462
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|a30cc3b91381899c503ba264f1789eef|2025-05-29|21:58:42|1748548722|travel|28.72|0|fraud_Turner LLC|35.444500|-81.010665
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|27f383bc787f40d106914e8ac2cdfe74|2025-04-13|21:48:42|1744573722|shopping_pos|3.51|0|fraud_Torphy-Goyette|35.830229|-80.953374
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|eb36f3450ae486219ef76a2dc7851f07|2025-04-10|20:48:07|1744310887|shopping_net|103.61|0|fraud_Medhurst PLC|35.429426|-80.595762
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|d40c810e5a3ada26fee83eed741ddddf|2025-04-28|23:19:45|1745875185|food_dining|149.90|0|fraud_Weber and Sons|35.998016|-81.044066
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|6896fecd88515251e913dd094b645f43|2025-05-03|13:07:58|1746270478|health_fitness|257.30|0|fraud_Ledner, Hartmann and Feest|35.642312|-79.462458
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|631f2a8b02ebbe859037122745c41de8|2025-04-08|17:56:12|1744127772|shopping_net|89.09|0|fraud_Schumm PLC|35.398801|-80.792036
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|ce822b3c614a20b73a2448be77f40b9f|2025-05-17|15:33:14|1747488794|home|23.05|0|fraud_Schmidt-Larkin|35.616774|-80.382744
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|3e0bfd8ec7553f0fd1a4009e849fceb6|2025-04-05|12:20:00|1743848400|shopping_net|121.97|0|fraud_Kihn, Abernathy and Douglas|35.926001|-80.263071
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|bdf15735795ea9146fed601351926477|2025-04-28|13:14:01|1745838841|food_dining|1.72|0|fraud_Powlowski-Weimann|36.337376|-80.276100
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|dbf6caf4eeb68814ed4466d2fff68699|2025-05-24|20:05:18|1748109918|kids_pets|35.57|0|fraud_Goyette-Gerhold|35.480215|-79.438428
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|5b3750a18c5662efff765fbbea2b530c|2025-05-23|18:25:09|1748017509|kids_pets|55.49|0|fraud_Rau-Robel|35.278213|-81.257152
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|d0abd03fb101c1dd12d4e6e18400d4cc|2025-04-14|17:44:19|1744645459|shopping_pos|30.76|0|fraud_Macejkovic-Lesch|35.027538|-81.365842
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|88728ba3674a248f587a8cc1e1455013|2025-04-06|18:31:16|1743957076|shopping_net|15.56|0|fraud_Stamm-Witting|35.195264|-79.594046
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|d12a6e6e6a626225903d1283e1daa3f0|2025-04-06|17:06:42|1743952002|shopping_net|24.14|0|fraud_Greenholt, O'Hara and Balistreri|35.411010|-79.676713
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|6056366ea02be60181bf440398133b3b|2025-05-25|13:20:11|1748172011|personal_care|151.33|0|fraud_Lubowitz, Terry and Stracke|35.231316|-79.564701
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|078307059d2bb8cb90b6f207193b040c|2025-05-16|13:21:15|1747394475|home|3.80|0|fraud_Prosacco, Kreiger and Kovacek|34.867476|-81.298293
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|ed334b2a002026fdf9878110e634a0c7|2025-05-23|23:30:59|1748035859|kids_pets|4.39|0|fraud_Bode-Rempel|36.424148|-80.821483
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|ed2db3d934436329d1968f4385c43049|2025-05-02|14:37:26|1746189446|food_dining|273.00|0|fraud_Deckow-Dare|34.622823|-79.675300
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|1a16e4c37e1813701b9ac35710d7b142|2025-05-16|20:52:39|1747421559|home|173.01|0|fraud_Koss, Hansen and Lueilwitz|35.312462|-81.112386
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|e9403fae350791ed3e74ddf75d7af9a7|2025-05-10|16:38:58|1746887938|home|7.45|0|fraud_Pollich LLC|35.963603|-80.651680
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|313d9ce992f6c6e58c6c2ab95d138907|2025-05-27|19:22:17|1748366537|personal_care|224.99|0|fraud_Friesen-Ortiz|35.587016|-79.565932
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|5367ac1df9f956cc91940d3394607727|2025-05-27|15:53:12|1748353992|personal_care|17.62|0|fraud_Abbott-Steuber|34.560441|-80.342727
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|49651c90d965e9f6b8a4a477cfa1e074|2025-05-08|15:50:05|1746712205|health_fitness|6.57|0|fraud_Rippin-VonRueden|35.814596|-79.608152
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|3d728e5c88d2c4035e78aaab56c512d3|2025-03-30|17:40:42|1743349242|misc_pos|24.97|0|fraud_Wintheiser, Dietrich and Schimmel|35.534148|-81.204769
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|9360e2fd05e4049263bd2c1fb7aa1d28|2025-03-29|20:04:37|1743275077|misc_pos|3.95|0|fraud_Reynolds-Schinner|35.121160|-81.401249
479-94-0888|4065133387262473|David|Leblanc|M|108 Tanya Terrace Apt. 267|Rockwell|NC|28138|35.5494|-80.4226|10495|Quarry manager|1983-12-27|950105810049|adults_2550_male_urban.json|64092f8536d8775dba9987b2f09966f7|2025-04-13|17:19:31|1744557571|shopping_pos|3.60|0|fraud_Kuhn LLC|35.623279|-79.504811
